timestamp,car_id,hvac_supply_temp_c,hvac_current_amps,lighting_load_pct,battery_soc_pct,battery_voltage_v,comms_rssi_dbm,hvac_setpoint_c,train_id
2026-08-01 03:09:48,CAR_01_1,11.29,20.68,97.1,89.96,111.09,-69.78,24.0,TRAIN_01
2026-08-01 03:15:26,CAR_01_1,10.62,22.36,98.13,92.91,110.01,-64.68,24.0,TRAIN_01
2026-08-01 03:24:31,CAR_01_1,11.21,20.09,96.46,90.36,109.78,-70.09,24.0,TRAIN_01
2026-08-01 03:31:04,CAR_01_1,11.51,19.07,98.57,91.14,109.59,-70.14,24.0,TRAIN_01
2026-08-01 03:41:57,CAR_01_1,10.44,22.11,97.62,90.64,110.68,-70.24,24.0,TRAIN_01
2026-08-01 03:56:37,CAR_01_1,11.23,20.49,97.65,92.58,110.72,-68.94,24.0,TRAIN_01
2026-08-01 04:04:43,CAR_01_1,11.37,20.51,96.56,92.05,109.6,-69.67,24.0,TRAIN_01
2026-08-01 04:10:06,CAR_01_1,11.17,20.75,97.55,92.06,110.25,-66.58,24.0,TRAIN_01
2026-08-01 04:18:29,CAR_01_1,11.76,20.96,98.05,92.04,110.3,-66.36,24.0,TRAIN_01
2026-08-01 04:25:53,CAR_01_1,11.33,20.41,96.75,91.71,109.76,-68.64,24.0,TRAIN_01
2026-08-01 04:31:19,CAR_01_1,11.28,20.86,96.28,92.13,110.63,-73.29,24.0,TRAIN_01
2026-08-01 04:40:04,CAR_01_1,11.85,21.96,97.36,89.49,110.19,-67.01,24.0,TRAIN_01
2026-08-01 04:47:56,CAR_01_1,12.72,20.8,96.02,92.83,108.63,-66.96,24.0,TRAIN_01
2026-08-01 05:02:16,CAR_01_1,10.92,21.4,98.02,92.12,110.79,-69.78,24.0,TRAIN_01
2026-08-01 05:07:21,CAR_01_1,12.02,20.49,97.19,91.09,110.43,-65.4,24.0,TRAIN_01
2026-08-01 05:18:41,CAR_01_1,10.25,19.91,96.68,91.06,110.68,-72.48,24.0,TRAIN_01
2026-08-01 05:33:27,CAR_01_1,11.22,21.08,96.99,93.61,108.39,-65.94,24.0,TRAIN_01
2026-08-01 05:44:52,CAR_01_1,11.18,21.82,96.03,91.51,111.99,-63.72,24.0,TRAIN_01
2026-08-01 05:56:48,CAR_01_1,11.7,21.22,96.88,90.83,111.47,-65.26,24.0,TRAIN_01
2026-08-01 06:02:20,CAR_01_1,10.77,25.63,95.65,90.38,107.05,-69.41,24.0,TRAIN_01
2026-08-01 06:11:31,CAR_01_1,11.59,26.62,96.62,88.2,107.78,-61.67,24.0,TRAIN_01
2026-08-01 06:18:10,CAR_01_1,11.51,24.18,97.83,88.13,107.85,-69.52,24.0,TRAIN_01
2026-08-01 06:31:44,CAR_01_1,12.89,25.49,95.3,88.11,109.0,-65.62,24.0,TRAIN_01
2026-08-01 06:43:46,CAR_01_1,12.45,28.37,96.26,87.53,108.54,-71.17,24.0,TRAIN_01
2026-08-01 06:54:07,CAR_01_1,12.48,26.74,97.81,87.86,108.96,-69.51,24.0,TRAIN_01
2026-08-01 07:02:07,CAR_01_1,11.52,25.29,95.57,88.98,108.48,-72.35,24.0,TRAIN_01
2026-08-01 07:11:58,CAR_01_1,11.78,27.7,96.6,87.91,109.21,-67.03,24.0,TRAIN_01
2026-08-01 07:18:32,CAR_01_1,12.18,24.76,97.44,87.62,107.9,-65.44,24.0,TRAIN_01
2026-08-01 07:24:36,CAR_01_1,12.02,26.15,97.2,86.92,108.39,-67.43,24.0,TRAIN_01
2026-08-01 07:37:27,CAR_01_1,12.39,26.15,96.76,87.41,108.82,-63.53,24.0,TRAIN_01
2026-08-01 07:46:43,CAR_01_1,11.8,27.69,96.86,89.3,107.84,-73.05,24.0,TRAIN_01
2026-08-01 07:58:18,CAR_01_1,11.23,26.87,96.02,84.9,109.62,-67.69,24.0,TRAIN_01
2026-08-01 08:08:08,CAR_01_1,12.86,27.37,96.87,87.42,109.45,-67.5,24.0,TRAIN_01
2026-08-01 08:21:41,CAR_01_1,12.67,27.28,96.43,88.8,108.94,-69.07,24.0,TRAIN_01
2026-08-01 08:33:56,CAR_01_1,11.48,26.39,97.45,89.38,108.36,-67.05,24.0,TRAIN_01
2026-08-01 08:42:44,CAR_01_1,12.88,28.61,97.79,88.11,107.22,-66.43,24.0,TRAIN_01
2026-08-01 08:49:11,CAR_01_1,11.72,28.29,96.27,88.56,109.22,-68.53,24.0,TRAIN_01
2026-08-01 09:02:04,CAR_01_1,13.13,28.29,96.26,90.4,108.02,-64.75,24.0,TRAIN_01
2026-08-01 09:15:56,CAR_01_1,12.61,26.94,97.52,88.9,108.4,-69.07,24.0,TRAIN_01
2026-08-01 09:30:34,CAR_01_1,12.61,28.42,97.25,89.98,108.57,-58.85,24.0,TRAIN_01
2026-08-01 09:39:12,CAR_01_1,12.27,27.63,97.19,84.82,109.37,-68.49,24.0,TRAIN_01
2026-08-01 09:46:44,CAR_01_1,11.55,28.98,96.66,87.51,108.03,-73.35,24.0,TRAIN_01
2026-08-01 09:53:34,CAR_01_1,13.35,27.36,96.53,87.27,106.58,-66.75,24.0,TRAIN_01
2026-08-01 09:59:56,CAR_01_1,13.15,27.95,98.01,87.81,107.69,-65.6,24.0,TRAIN_01
2026-08-01 10:05:39,CAR_01_1,12.97,28.19,96.34,86.41,108.36,-68.9,24.0,TRAIN_01
2026-08-01 10:11:34,CAR_01_1,11.91,27.92,97.37,87.47,108.48,-67.17,24.0,TRAIN_01
2026-08-01 10:20:57,CAR_01_1,13.07,28.94,97.49,85.21,107.99,-69.87,24.0,TRAIN_01
2026-08-01 10:35:53,CAR_01_1,12.28,27.38,96.81,90.21,107.9,-69.77,24.0,TRAIN_01
2026-08-01 10:46:48,CAR_01_1,12.89,28.23,96.18,90.29,108.31,-67.66,24.0,TRAIN_01
2026-08-01 10:57:09,CAR_01_1,12.54,28.98,96.76,88.21,107.55,-67.84,24.0,TRAIN_01
2026-08-01 11:04:35,CAR_01_1,13.15,30.46,96.17,88.82,108.55,-69.67,24.0,TRAIN_01
2026-08-01 11:11:21,CAR_01_1,13.69,29.49,96.72,87.32,108.18,-73.11,24.0,TRAIN_01
2026-08-01 11:24:29,CAR_01_1,12.72,28.68,96.83,86.68,107.61,-71.52,24.0,TRAIN_01
2026-08-01 11:29:39,CAR_01_1,12.39,29.48,96.32,87.32,108.46,-68.36,24.0,TRAIN_01
2026-08-01 11:43:39,CAR_01_1,13.88,29.38,96.85,89.01,109.32,-67.24,24.0,TRAIN_01
2026-08-01 11:54:39,CAR_01_1,13.38,28.5,98.59,87.0,108.58,-71.97,24.0,TRAIN_01
2026-08-01 12:04:24,CAR_01_1,12.81,29.58,96.04,88.31,108.28,-71.14,24.0,TRAIN_01
2026-08-01 12:12:58,CAR_01_1,12.8,31.68,98.18,87.44,108.5,-69.78,24.0,TRAIN_01
2026-08-01 12:20:02,CAR_01_1,11.98,29.49,96.69,87.99,108.94,-68.28,24.0,TRAIN_01
2026-08-01 12:28:28,CAR_01_1,13.04,28.4,95.95,88.29,107.34,-67.0,24.0,TRAIN_01
2026-08-01 12:34:21,CAR_01_1,13.68,31.02,96.77,87.0,108.27,-69.44,24.0,TRAIN_01
2026-08-01 12:43:12,CAR_01_1,14.06,29.13,95.75,89.27,108.04,-68.86,24.0,TRAIN_01
2026-08-01 12:56:30,CAR_01_1,13.04,28.9,95.79,86.71,107.76,-69.09,24.0,TRAIN_01
2026-08-01 13:01:59,CAR_01_1,13.85,30.7,97.62,88.28,109.34,-66.43,24.0,TRAIN_01
2026-08-01 13:16:11,CAR_01_1,13.98,28.77,97.36,88.49,107.75,-68.28,24.0,TRAIN_01
2026-08-01 13:29:48,CAR_01_1,12.72,30.25,95.25,91.32,108.5,-67.29,24.0,TRAIN_01
2026-08-01 13:42:23,CAR_01_1,12.93,29.21,96.86,88.27,109.29,-67.67,24.0,TRAIN_01
2026-08-01 13:53:10,CAR_01_1,14.05,29.63,97.49,85.43,107.71,-66.87,24.0,TRAIN_01
2026-08-01 14:02:55,CAR_01_1,12.74,29.44,96.67,87.89,108.67,-68.83,24.0,TRAIN_01
2026-08-01 14:14:22,CAR_01_1,14.21,32.92,96.68,86.63,108.26,-69.14,24.0,TRAIN_01
2026-08-01 14:28:23,CAR_01_1,12.47,31.24,96.2,89.11,108.34,-73.35,24.0,TRAIN_01
2026-08-01 14:42:37,CAR_01_1,14.65,29.96,97.15,86.13,109.18,-68.44,24.0,TRAIN_01
2026-08-01 14:47:44,CAR_01_1,14.3,32.89,97.99,89.56,107.26,-71.22,24.0,TRAIN_01
2026-08-01 15:02:14,CAR_01_1,13.0,31.91,98.25,86.37,108.57,-67.75,24.0,TRAIN_01
2026-08-01 15:14:23,CAR_01_1,13.92,30.6,97.35,89.68,108.15,-69.04,24.0,TRAIN_01
2026-08-01 15:25:34,CAR_01_1,13.87,29.93,97.39,87.84,109.35,-68.31,24.0,TRAIN_01
2026-08-01 15:34:39,CAR_01_1,13.64,31.11,97.11,87.22,109.17,-70.38,24.0,TRAIN_01
2026-08-01 15:40:58,CAR_01_1,13.92,29.99,96.16,86.76,109.43,-72.45,24.0,TRAIN_01
2026-08-01 15:53:00,CAR_01_1,14.68,30.17,97.08,87.98,108.58,-66.28,24.0,TRAIN_01
2026-08-01 15:58:43,CAR_01_1,14.03,30.49,97.63,87.37,108.89,-69.42,24.0,TRAIN_01
2026-08-01 16:05:18,CAR_01_1,14.26,28.93,98.79,86.71,108.21,-68.92,24.0,TRAIN_01
2026-08-01 16:17:27,CAR_01_1,13.66,31.15,95.77,86.25,109.19,-67.02,24.0,TRAIN_01
2026-08-01 16:24:40,CAR_01_1,13.57,28.29,96.39,87.44,108.81,-67.26,24.0,TRAIN_01
2026-08-01 16:31:38,CAR_01_1,14.27,31.59,97.79,88.91,108.15,-66.61,24.0,TRAIN_01
2026-08-01 16:46:11,CAR_01_1,13.36,30.88,97.57,86.7,108.29,-70.61,24.0,TRAIN_01
2026-08-01 16:58:38,CAR_01_1,13.45,32.16,96.94,88.61,108.98,-67.82,24.0,TRAIN_01
2026-08-01 17:07:44,CAR_01_1,12.6,28.79,97.21,88.66,108.88,-71.76,24.0,TRAIN_01
2026-08-01 17:13:05,CAR_01_1,13.02,28.38,98.73,87.31,109.19,-68.22,24.0,TRAIN_01
2026-08-01 17:22:22,CAR_01_1,12.63,29.42,97.61,88.47,108.83,-64.8,24.0,TRAIN_01
2026-08-01 17:32:20,CAR_01_1,13.88,27.43,96.58,86.84,109.64,-66.43,24.0,TRAIN_01
2026-08-01 17:42:41,CAR_01_1,14.59,29.7,96.43,89.06,107.74,-71.75,24.0,TRAIN_01
2026-08-01 17:51:12,CAR_01_1,14.08,28.03,95.65,89.07,107.51,-67.03,24.0,TRAIN_01
2026-08-01 17:56:21,CAR_01_1,13.18,31.75,98.48,87.42,108.28,-67.5,24.0,TRAIN_01
2026-08-01 18:06:21,CAR_01_1,13.38,29.37,96.38,87.45,108.1,-68.89,24.0,TRAIN_01
2026-08-01 18:20:22,CAR_01_1,12.02,29.82,95.99,88.04,109.12,-66.55,24.0,TRAIN_01
2026-08-01 18:26:28,CAR_01_1,12.93,28.72,97.23,86.53,108.52,-65.18,24.0,TRAIN_01
2026-08-01 18:41:23,CAR_01_1,12.32,30.2,95.93,87.16,108.0,-65.86,24.0,TRAIN_01
2026-08-01 18:50:15,CAR_01_1,12.69,30.57,95.88,86.25,108.1,-69.56,24.0,TRAIN_01
2026-08-01 19:04:39,CAR_01_1,13.3,29.45,96.49,88.7,109.65,-71.51,24.0,TRAIN_01
2026-08-01 19:19:08,CAR_01_1,12.97,28.39,96.05,87.48,109.63,-67.34,24.0,TRAIN_01
2026-08-01 19:25:19,CAR_01_1,12.92,31.03,97.99,88.46,109.26,-66.74,24.0,TRAIN_01
2026-08-01 19:32:48,CAR_01_1,12.27,27.19,98.37,88.91,108.18,-67.9,24.0,TRAIN_01
2026-08-01 19:45:50,CAR_01_1,12.37,28.04,96.67,85.72,108.02,-66.77,24.0,TRAIN_01
2026-08-01 19:51:42,CAR_01_1,12.57,28.79,96.43,87.77,109.28,-66.89,24.0,TRAIN_01
2026-08-01 19:57:50,CAR_01_1,12.72,27.61,97.46,87.81,108.07,-62.84,24.0,TRAIN_01
2026-08-01 20:04:11,CAR_01_1,13.35,28.9,96.89,86.11,109.0,-68.2,24.0,TRAIN_01
2026-08-01 20:11:05,CAR_01_1,12.47,28.79,97.1,86.46,109.2,-65.66,24.0,TRAIN_01
2026-08-01 20:19:44,CAR_01_1,12.97,27.75,95.72,87.14,108.89,-62.98,24.0,TRAIN_01
2026-08-01 20:31:48,CAR_01_1,12.21,27.21,97.15,89.37,109.47,-67.62,24.0,TRAIN_01
2026-08-01 20:40:29,CAR_01_1,12.4,27.69,96.35,87.65,108.5,-65.89,24.0,TRAIN_01
2026-08-01 20:51:45,CAR_01_1,12.4,26.92,96.66,87.91,109.57,-72.24,24.0,TRAIN_01
2026-08-01 21:01:51,CAR_01_1,13.22,26.7,97.77,89.59,108.67,-69.31,24.0,TRAIN_01
2026-08-01 21:10:37,CAR_01_1,12.78,28.73,97.84,90.75,107.3,-68.9,24.0,TRAIN_01
2026-08-01 21:23:51,CAR_01_1,12.03,25.74,96.77,88.52,108.38,-64.65,24.0,TRAIN_01
2026-08-01 21:38:05,CAR_01_1,11.8,28.29,97.01,89.43,107.41,-70.9,24.0,TRAIN_01
2026-08-01 21:48:24,CAR_01_1,12.76,27.55,96.58,90.11,108.84,-65.5,24.0,TRAIN_01
2026-08-01 21:53:30,CAR_01_1,12.39,27.63,97.41,89.1,108.49,-71.16,24.0,TRAIN_01
2026-08-01 22:03:05,CAR_01_1,12.93,28.13,96.08,90.18,108.29,-64.29,24.0,TRAIN_01
2026-08-01 22:15:21,CAR_01_1,12.05,25.91,97.34,88.47,107.08,-68.5,24.0,TRAIN_01
2026-08-01 22:24:31,CAR_01_1,12.27,24.45,97.44,87.99,109.07,-68.66,24.0,TRAIN_01
2026-08-01 22:32:37,CAR_01_1,11.76,26.35,96.98,87.55,108.72,-64.61,24.0,TRAIN_01
2026-08-01 22:38:24,CAR_01_1,12.43,24.83,95.86,88.15,109.32,-70.73,24.0,TRAIN_01
2026-08-01 22:46:26,CAR_01_1,12.22,26.61,97.19,87.98,108.57,-68.5,24.0,TRAIN_01
2026-08-01 22:53:11,CAR_01_1,12.25,26.27,97.93,85.44,108.24,-64.56,24.0,TRAIN_01
2026-08-01 23:06:38,CAR_01_1,11.76,22.35,96.92,90.73,109.64,-68.56,24.0,TRAIN_01
2026-08-01 23:17:48,CAR_01_1,11.07,23.5,98.46,91.19,109.83,-66.89,24.0,TRAIN_01
2026-08-01 23:29:51,CAR_01_1,11.57,20.97,97.33,95.92,109.68,-69.39,24.0,TRAIN_01
2026-08-01 23:40:57,CAR_01_1,12.25,21.54,96.52,91.4,109.72,-69.37,24.0,TRAIN_01
2026-08-01 23:49:43,CAR_01_1,12.07,21.21,96.69,91.3,110.14,-70.33,24.0,TRAIN_01
2026-08-02 00:00:44,CAR_01_1,11.45,20.28,97.96,90.84,109.65,-71.04,24.0,TRAIN_01
2026-08-02 00:11:47,CAR_01_1,11.84,20.27,97.25,91.32,108.22,-68.09,24.0,TRAIN_01
2026-08-02 00:24:02,CAR_01_1,11.8,21.14,96.89,92.3,109.63,-67.46,24.0,TRAIN_01
2026-08-02 00:31:05,CAR_01_1,12.85,20.32,95.93,92.91,109.94,-69.19,24.0,TRAIN_01
2026-08-02 00:41:13,CAR_01_1,10.8,17.94,96.25,92.22,111.13,-72.45,24.0,TRAIN_01
2026-08-02 00:52:37,CAR_01_1,12.41,19.03,97.13,92.17,109.18,-67.78,24.0,TRAIN_01
2026-08-02 01:06:52,CAR_01_1,10.95,20.53,96.72,92.86,108.98,-68.94,24.0,TRAIN_01
2026-08-02 01:12:34,CAR_01_1,11.73,20.71,96.56,91.78,109.41,-65.3,24.0,TRAIN_01
2026-08-02 01:19:21,CAR_01_1,11.43,19.27,96.78,92.23,109.96,-70.03,24.0,TRAIN_01
2026-08-02 01:27:52,CAR_01_1,10.84,20.61,96.8,92.56,110.2,-65.01,24.0,TRAIN_01
2026-08-02 01:38:32,CAR_01_1,11.4,21.1,96.86,92.93,109.67,-66.46,24.0,TRAIN_01
2026-08-02 01:48:16,CAR_01_1,11.61,22.08,97.85,90.46,109.81,-68.47,24.0,TRAIN_01
2026-08-02 01:56:29,CAR_01_1,11.25,20.12,96.52,92.07,109.95,-70.39,24.0,TRAIN_01
2026-08-02 02:03:57,CAR_01_1,10.33,20.61,97.78,92.41,110.73,-66.73,24.0,TRAIN_01
2026-08-02 02:12:24,CAR_01_1,11.08,19.97,96.72,93.25,109.92,-63.35,24.0,TRAIN_01
2026-08-02 02:21:55,CAR_01_1,11.69,20.71,95.97,88.84,109.63,-64.34,24.0,TRAIN_01
2026-08-02 02:27:13,CAR_01_1,11.26,19.72,95.52,92.72,110.28,-69.78,24.0,TRAIN_01
2026-08-02 02:36:07,CAR_01_1,12.16,20.89,96.37,90.98,110.05,-72.17,24.0,TRAIN_01
2026-08-02 02:46:27,CAR_01_1,11.93,22.09,97.59,90.93,110.05,-69.15,24.0,TRAIN_01
2026-08-02 02:52:18,CAR_01_1,10.78,20.29,97.43,92.58,111.16,-68.91,24.0,TRAIN_01
2026-08-02 03:02:38,CAR_01_1,12.38,20.58,97.5,91.98,111.84,-65.94,24.0,TRAIN_01
2026-08-02 03:14:08,CAR_01_1,11.44,18.25,97.17,91.3,110.02,-70.31,24.0,TRAIN_01
2026-08-02 03:19:59,CAR_01_1,10.85,21.27,97.63,92.64,110.32,-70.63,24.0,TRAIN_01
2026-08-02 03:30:06,CAR_01_1,12.11,20.04,97.66,91.59,109.12,-70.67,24.0,TRAIN_01
2026-08-02 03:40:24,CAR_01_1,12.12,21.58,97.41,90.84,110.68,-65.08,24.0,TRAIN_01
2026-08-02 03:46:37,CAR_01_1,11.93,21.56,97.07,92.13,109.69,-68.04,24.0,TRAIN_01
2026-08-02 03:53:16,CAR_01_1,12.37,22.12,97.48,93.27,109.23,-68.03,24.0,TRAIN_01
2026-08-02 04:00:05,CAR_01_1,11.81,19.25,97.54,91.39,109.83,-70.08,24.0,TRAIN_01
2026-08-02 04:10:06,CAR_01_1,10.68,19.57,95.96,91.31,109.69,-67.19,24.0,TRAIN_01
2026-08-02 04:24:54,CAR_01_1,10.94,20.53,96.39,93.13,109.6,-65.16,24.0,TRAIN_01
2026-08-02 04:32:51,CAR_01_1,11.92,21.87,96.86,94.04,109.07,-68.04,24.0,TRAIN_01
2026-08-02 04:39:51,CAR_01_1,11.6,19.94,97.83,92.01,110.03,-67.49,24.0,TRAIN_01
2026-08-02 04:46:29,CAR_01_1,10.89,22.65,96.95,89.56,110.1,-72.54,24.0,TRAIN_01
2026-08-02 04:52:18,CAR_01_1,12.04,22.62,96.99,91.64,110.21,-67.25,24.0,TRAIN_01
2026-08-02 05:02:27,CAR_01_1,12.68,19.58,96.41,90.79,110.38,-66.76,24.0,TRAIN_01
2026-08-02 05:08:21,CAR_01_1,11.4,21.63,97.38,91.18,108.73,-67.94,24.0,TRAIN_01
2026-08-02 05:17:30,CAR_01_1,11.76,22.59,97.14,90.07,110.29,-73.07,24.0,TRAIN_01
2026-08-02 05:26:10,CAR_01_1,12.58,20.79,98.07,91.89,109.05,-72.25,24.0,TRAIN_01
2026-08-02 05:37:05,CAR_01_1,11.78,21.05,97.04,90.9,109.31,-65.81,24.0,TRAIN_01
2026-08-02 05:51:08,CAR_01_1,11.09,20.46,98.72,92.48,111.59,-65.89,24.0,TRAIN_01
2026-08-02 06:05:07,CAR_01_1,11.14,25.38,96.86,88.45,107.86,-67.75,24.0,TRAIN_01
2026-08-02 06:16:06,CAR_01_1,11.49,25.82,97.23,89.12,108.9,-65.67,24.0,TRAIN_01
2026-08-02 06:30:22,CAR_01_1,10.75,25.31,98.08,87.23,109.19,-63.63,24.0,TRAIN_01
2026-08-02 06:41:41,CAR_01_1,12.31,27.39,97.4,89.5,108.42,-67.58,24.0,TRAIN_01
2026-08-02 06:50:08,CAR_01_1,10.74,25.71,96.89,88.33,107.6,-67.31,24.0,TRAIN_01
2026-08-02 06:56:52,CAR_01_1,11.12,25.26,96.6,87.46,108.82,-63.76,24.0,TRAIN_01
2026-08-02 07:04:59,CAR_01_1,11.25,25.5,97.49,88.62,109.07,-68.32,24.0,TRAIN_01
2026-08-02 07:19:51,CAR_01_1,11.54,24.14,97.93,88.37,107.81,-73.12,24.0,TRAIN_01
2026-08-02 07:27:57,CAR_01_1,11.42,26.25,98.28,87.69,108.13,-68.81,24.0,TRAIN_01
2026-08-02 07:37:56,CAR_01_1,11.27,25.31,95.29,86.7,107.46,-65.46,24.0,TRAIN_01
2026-08-02 07:47:15,CAR_01_1,12.41,25.78,96.08,85.64,109.5,-63.2,24.0,TRAIN_01
2026-08-02 07:58:49,CAR_01_1,13.17,26.79,97.39,88.58,109.64,-67.94,24.0,TRAIN_01
2026-08-02 08:09:43,CAR_01_1,12.6,27.83,95.59,88.37,108.32,-70.87,24.0,TRAIN_01
2026-08-02 08:15:04,CAR_01_1,12.63,28.45,96.57,87.47,108.05,-67.18,24.0,TRAIN_01
2026-08-02 08:24:04,CAR_01_1,12.95,25.84,97.12,88.66,107.65,-65.58,24.0,TRAIN_01
2026-08-02 08:37:17,CAR_01_1,12.84,27.99,97.35,89.04,109.14,-67.48,24.0,TRAIN_01
2026-08-02 08:51:55,CAR_01_1,11.25,28.83,96.7,87.32,109.82,-64.15,24.0,TRAIN_01
2026-08-02 09:00:45,CAR_01_1,11.88,26.93,96.9,88.65,107.48,-68.83,24.0,TRAIN_01
2026-08-02 09:11:36,CAR_01_1,12.0,26.75,98.18,88.36,109.85,-67.31,24.0,TRAIN_01
2026-08-02 09:20:42,CAR_01_1,13.22,26.71,96.8,86.76,108.22,-64.9,24.0,TRAIN_01
2026-08-02 09:31:26,CAR_01_1,12.71,29.21,97.08,90.72,108.13,-69.82,24.0,TRAIN_01
2026-08-02 09:43:53,CAR_01_1,12.45,27.8,95.72,89.6,107.97,-72.08,24.0,TRAIN_01
2026-08-02 09:52:23,CAR_01_1,12.42,28.07,94.97,87.0,107.75,-64.91,24.0,TRAIN_01
2026-08-02 09:59:51,CAR_01_1,12.03,26.52,96.33,88.07,109.09,-67.49,24.0,TRAIN_01
2026-08-02 10:13:56,CAR_01_1,12.78,28.77,97.35,87.39,108.51,-71.88,24.0,TRAIN_01
2026-08-02 10:18:59,CAR_01_1,13.61,26.58,96.14,88.82,108.79,-65.84,24.0,TRAIN_01
2026-08-02 10:27:39,CAR_01_1,12.97,28.15,97.21,89.01,108.2,-64.88,24.0,TRAIN_01
2026-08-02 10:39:02,CAR_01_1,12.63,29.25,96.81,88.29,108.31,-67.75,24.0,TRAIN_01
2026-08-02 10:53:42,CAR_01_1,13.23,28.56,97.68,90.97,108.48,-66.38,24.0,TRAIN_01
2026-08-02 11:05:42,CAR_01_1,12.37,28.32,96.93,87.97,108.03,-69.0,24.0,TRAIN_01
2026-08-02 11:16:33,CAR_01_1,12.38,29.51,94.98,88.75,108.65,-69.14,24.0,TRAIN_01
2026-08-02 11:26:20,CAR_01_1,12.48,28.1,97.2,85.53,109.14,-69.0,24.0,TRAIN_01
2026-08-02 11:31:50,CAR_01_1,12.96,31.24,96.75,87.65,107.22,-68.82,24.0,TRAIN_01
2026-08-02 11:43:23,CAR_01_1,13.87,28.51,96.6,88.52,109.39,-68.5,24.0,TRAIN_01
2026-08-02 11:54:30,CAR_01_1,12.72,30.16,96.78,88.52,107.86,-67.62,24.0,TRAIN_01
2026-08-02 12:03:56,CAR_01_1,13.22,30.07,96.81,86.73,109.27,-68.42,24.0,TRAIN_01
2026-08-02 12:17:41,CAR_01_1,14.13,29.26,95.49,85.18,108.25,-68.07,24.0,TRAIN_01
2026-08-02 12:22:42,CAR_01_1,12.93,30.12,96.12,87.8,108.63,-65.89,24.0,TRAIN_01
2026-08-02 12:30:25,CAR_01_1,12.81,32.31,97.4,85.18,108.19,-72.63,24.0,TRAIN_01
2026-08-02 12:44:06,CAR_01_1,13.53,31.63,97.12,87.96,108.04,-65.31,24.0,TRAIN_01
2026-08-02 12:55:20,CAR_01_1,12.87,29.75,97.76,87.61,108.61,-68.6,24.0,TRAIN_01
2026-08-02 13:09:28,CAR_01_1,13.88,31.09,96.86,86.87,109.52,-64.68,24.0,TRAIN_01
2026-08-02 13:17:15,CAR_01_1,12.45,29.04,96.82,86.01,109.0,-66.35,24.0,TRAIN_01
2026-08-02 13:26:38,CAR_01_1,14.11,29.37,96.61,88.52,108.44,-64.11,24.0,TRAIN_01
2026-08-02 13:41:22,CAR_01_1,13.06,30.61,97.89,89.36,107.35,-65.5,24.0,TRAIN_01
2026-08-02 13:55:44,CAR_01_1,13.19,29.63,98.19,87.78,107.88,-68.73,24.0,TRAIN_01
2026-08-02 14:10:10,CAR_01_1,13.03,30.79,96.7,86.24,108.2,-68.92,24.0,TRAIN_01
2026-08-02 14:22:27,CAR_01_1,13.69,31.28,97.65,87.01,109.14,-67.71,24.0,TRAIN_01
2026-08-02 14:33:07,CAR_01_1,13.4,30.52,96.76,89.09,108.71,-68.13,24.0,TRAIN_01
2026-08-02 14:38:29,CAR_01_1,13.79,30.19,96.85,85.53,109.36,-70.65,24.0,TRAIN_01
2026-08-02 14:47:33,CAR_01_1,13.49,31.48,96.25,88.01,109.03,-73.2,24.0,TRAIN_01
