timestamp,bogie_id,temperature_c,vibration_rms,traction_motor_temp_c,traction_motor_rpm,brake_capacity_pct,axle_load_kg,train_id
2026-08-01 04:45:08,BOGIE_01_1,37.023,0.3702,60.13,145.1,97.37,9641.7,TRAIN_01
2026-08-01 04:53:44,BOGIE_01_1,38.727,0.3025,58.16,98.3,96.92,9644.0,TRAIN_01
2026-08-01 05:03:19,BOGIE_01_1,39.255,0.3234,57.49,134.8,97.87,9571.3,TRAIN_01
2026-08-01 05:09:59,BOGIE_01_1,36.555,0.3322,60.45,171.7,97.7,9625.2,TRAIN_01
2026-08-01 05:15:39,BOGIE_01_1,38.406,0.3677,62.72,144.8,98.07,9671.6,TRAIN_01
2026-08-01 05:25:02,BOGIE_01_1,37.047,0.3284,60.71,124.7,97.83,9585.4,TRAIN_01
2026-08-01 05:36:18,BOGIE_01_1,39.839,0.3514,59.35,101.2,96.34,9424.6,TRAIN_01
2026-08-01 05:42:02,BOGIE_01_1,38.911,0.3741,59.49,125.8,97.28,9519.9,TRAIN_01
2026-08-01 05:51:27,BOGIE_01_1,37.118,0.3643,61.74,155.8,98.48,9371.9,TRAIN_01
2026-08-01 05:57:28,BOGIE_01_1,37.559,0.3204,62.52,65.0,97.45,9592.9,TRAIN_01
2026-08-01 06:11:41,BOGIE_01_1,38.87,0.3286,67.97,1837.7,98.17,9765.6,TRAIN_01
2026-08-01 06:21:02,BOGIE_01_1,34.151,0.3674,71.54,1861.5,98.84,9550.5,TRAIN_01
2026-08-01 06:30:24,BOGIE_01_1,40.0,0.3271,68.45,1789.5,97.55,9374.8,TRAIN_01
2026-08-01 06:43:04,BOGIE_01_1,39.258,0.3615,68.31,1781.4,97.3,9541.3,TRAIN_01
2026-08-01 06:56:17,BOGIE_01_1,41.735,0.3224,67.31,1742.7,97.9,9487.0,TRAIN_01
2026-08-01 07:09:17,BOGIE_01_1,38.016,0.3559,69.92,1771.9,98.06,9312.2,TRAIN_01
2026-08-01 07:22:48,BOGIE_01_1,39.36,0.3745,74.41,1914.5,97.62,9637.5,TRAIN_01
2026-08-01 07:36:36,BOGIE_01_1,38.929,0.4002,69.85,1766.7,98.04,9513.6,TRAIN_01
2026-08-01 07:42:53,BOGIE_01_1,39.141,0.3921,68.75,1806.6,98.61,9281.2,TRAIN_01
2026-08-01 07:49:33,BOGIE_01_1,39.725,0.3852,71.86,1818.2,99.71,9576.2,TRAIN_01
2026-08-01 07:55:13,BOGIE_01_1,39.866,0.2869,72.94,1785.1,98.56,9117.0,TRAIN_01
2026-08-01 08:03:59,BOGIE_01_1,36.54,0.3554,68.77,1768.8,97.39,9642.5,TRAIN_01
2026-08-01 08:12:31,BOGIE_01_1,37.488,0.3307,68.0,1827.9,98.54,9177.4,TRAIN_01
2026-08-01 08:25:02,BOGIE_01_1,38.873,0.2831,75.07,1872.8,97.8,9496.4,TRAIN_01
2026-08-01 08:31:32,BOGIE_01_1,38.764,0.2915,72.75,1846.6,98.34,9667.0,TRAIN_01
2026-08-01 08:41:32,BOGIE_01_1,39.741,0.3374,73.57,1816.6,97.98,9545.6,TRAIN_01
2026-08-01 08:49:30,BOGIE_01_1,40.154,0.3362,75.01,1742.0,98.48,9400.4,TRAIN_01
2026-08-01 09:00:01,BOGIE_01_1,41.007,0.3037,73.92,1850.9,99.08,9499.1,TRAIN_01
2026-08-01 09:09:06,BOGIE_01_1,41.02,0.3501,74.43,1911.4,96.62,9379.1,TRAIN_01
2026-08-01 09:19:39,BOGIE_01_1,39.173,0.347,72.02,1805.2,97.55,9644.5,TRAIN_01
2026-08-01 09:31:28,BOGIE_01_1,40.842,0.3036,76.78,1855.1,98.63,9350.4,TRAIN_01
2026-08-01 09:40:34,BOGIE_01_1,37.991,0.391,66.28,1813.8,98.37,9548.4,TRAIN_01
2026-08-01 09:50:50,BOGIE_01_1,40.504,0.3792,75.65,1795.8,97.58,9305.7,TRAIN_01
2026-08-01 10:04:14,BOGIE_01_1,41.908,0.3315,74.0,1755.8,97.92,9599.4,TRAIN_01
2026-08-01 10:18:53,BOGIE_01_1,40.738,0.2847,70.88,1801.1,97.39,9623.1,TRAIN_01
2026-08-01 10:27:09,BOGIE_01_1,40.478,0.3681,76.47,1736.8,97.27,9472.4,TRAIN_01
2026-08-01 10:38:02,BOGIE_01_1,38.637,0.3541,70.93,1767.5,97.34,9713.7,TRAIN_01
2026-08-01 10:51:11,BOGIE_01_1,39.372,0.3707,73.35,1848.5,98.3,9400.8,TRAIN_01
2026-08-01 10:59:39,BOGIE_01_1,38.896,0.4255,75.42,1899.2,97.93,9745.6,TRAIN_01
2026-08-01 11:11:18,BOGIE_01_1,40.648,0.2802,76.13,1829.0,98.16,9642.8,TRAIN_01
2026-08-01 11:22:41,BOGIE_01_1,38.648,0.358,71.49,1839.2,98.14,9537.3,TRAIN_01
2026-08-01 11:30:44,BOGIE_01_1,38.354,0.3115,69.68,1774.9,97.91,9502.3,TRAIN_01
2026-08-01 11:38:01,BOGIE_01_1,41.492,0.372,74.67,1792.5,98.05,9766.8,TRAIN_01
2026-08-01 11:44:56,BOGIE_01_1,41.006,0.3842,73.01,1763.3,98.14,9456.4,TRAIN_01
2026-08-01 11:52:26,BOGIE_01_1,40.572,0.2987,73.13,1840.8,97.96,9552.5,TRAIN_01
2026-08-01 12:04:54,BOGIE_01_1,41.711,0.341,81.08,1837.8,98.94,9456.8,TRAIN_01
2026-08-01 12:10:03,BOGIE_01_1,41.633,0.3857,67.58,1745.0,97.71,9512.7,TRAIN_01
2026-08-01 12:19:10,BOGIE_01_1,39.25,0.3946,70.61,1791.4,98.33,9424.0,TRAIN_01
2026-08-01 12:32:50,BOGIE_01_1,39.81,0.3569,71.38,1836.0,98.15,9568.3,TRAIN_01
2026-08-01 12:41:28,BOGIE_01_1,38.259,0.3187,75.1,1905.3,97.59,9517.4,TRAIN_01
2026-08-01 12:52:36,BOGIE_01_1,40.664,0.3973,73.26,1838.8,97.64,9513.0,TRAIN_01
2026-08-01 13:03:53,BOGIE_01_1,39.657,0.3715,74.41,1824.4,97.96,9483.8,TRAIN_01
2026-08-01 13:10:34,BOGIE_01_1,41.715,0.3611,77.08,1807.0,97.69,9405.0,TRAIN_01
2026-08-01 13:25:08,BOGIE_01_1,39.427,0.3036,71.75,1708.9,98.09,9618.1,TRAIN_01
2026-08-01 13:31:17,BOGIE_01_1,39.614,0.3083,72.64,1805.7,98.05,9400.9,TRAIN_01
2026-08-01 13:37:27,BOGIE_01_1,41.236,0.3586,72.9,1858.3,98.43,9300.3,TRAIN_01
2026-08-01 13:45:22,BOGIE_01_1,39.045,0.3993,75.69,1748.6,98.19,9780.7,TRAIN_01
2026-08-01 13:57:24,BOGIE_01_1,40.721,0.4284,70.24,1813.5,98.19,9511.5,TRAIN_01
2026-08-01 14:11:19,BOGIE_01_1,38.615,0.338,73.84,1819.0,98.1,9409.0,TRAIN_01
2026-08-01 14:16:52,BOGIE_01_1,39.769,0.3211,71.74,1772.4,97.33,9545.3,TRAIN_01
2026-08-01 14:26:52,BOGIE_01_1,42.064,0.3121,69.32,1788.9,98.46,9490.1,TRAIN_01
2026-08-01 14:32:39,BOGIE_01_1,40.321,0.296,71.52,1821.9,97.62,9693.2,TRAIN_01
2026-08-01 14:43:43,BOGIE_01_1,40.317,0.3199,74.27,1772.1,98.58,9660.5,TRAIN_01
2026-08-01 14:58:38,BOGIE_01_1,39.537,0.3593,70.16,1808.2,97.84,9456.0,TRAIN_01
2026-08-01 15:10:57,BOGIE_01_1,39.002,0.3362,72.19,1861.8,99.16,9458.4,TRAIN_01
2026-08-01 15:18:26,BOGIE_01_1,38.849,0.3366,70.4,1877.2,97.76,9674.7,TRAIN_01
2026-08-01 15:31:14,BOGIE_01_1,37.899,0.3231,76.34,1697.3,98.63,9536.1,TRAIN_01
2026-08-01 15:43:45,BOGIE_01_1,40.415,0.2837,70.24,1773.9,98.3,9815.6,TRAIN_01
2026-08-01 15:54:15,BOGIE_01_1,40.945,0.3835,71.69,1769.8,99.05,9495.1,TRAIN_01
2026-08-01 16:01:40,BOGIE_01_1,38.826,0.3615,69.98,1797.7,97.53,9583.8,TRAIN_01
2026-08-01 16:07:17,BOGIE_01_1,36.948,0.3591,69.34,1735.2,98.64,9418.6,TRAIN_01
2026-08-01 16:14:34,BOGIE_01_1,40.012,0.3177,71.28,1827.6,98.15,9476.0,TRAIN_01
2026-08-01 16:23:17,BOGIE_01_1,39.116,0.3319,73.39,1840.0,98.54,9405.5,TRAIN_01
2026-08-01 16:32:52,BOGIE_01_1,38.741,0.3827,68.76,1789.0,98.04,9502.9,TRAIN_01
2026-08-01 16:38:45,BOGIE_01_1,38.074,0.3696,69.8,1809.3,98.18,9366.3,TRAIN_01
2026-08-01 16:47:18,BOGIE_01_1,38.937,0.4542,66.92,1798.6,97.92,9118.3,TRAIN_01
2026-08-01 16:53:09,BOGIE_01_1,39.085,0.366,72.79,1762.8,97.28,9639.7,TRAIN_01
2026-08-01 17:06:48,BOGIE_01_1,40.618,0.2887,68.98,1928.5,97.32,9526.2,TRAIN_01
2026-08-01 17:20:13,BOGIE_01_1,36.85,0.3471,70.17,1771.2,98.04,9470.7,TRAIN_01
2026-08-01 17:35:08,BOGIE_01_1,36.062,0.3233,72.59,1860.4,98.49,9616.7,TRAIN_01
2026-08-01 17:44:19,BOGIE_01_1,38.031,0.3485,67.19,1811.6,97.71,9499.6,TRAIN_01
2026-08-01 17:53:08,BOGIE_01_1,38.794,0.2959,69.61,1859.6,98.65,9042.4,TRAIN_01
2026-08-01 18:04:04,BOGIE_01_1,39.061,0.3076,68.62,1826.2,98.57,9464.4,TRAIN_01
2026-08-01 18:16:57,BOGIE_01_1,39.692,0.2827,68.67,1914.9,98.66,9395.4,TRAIN_01
2026-08-01 18:27:14,BOGIE_01_1,36.78,0.3361,68.08,1766.5,97.67,9481.5,TRAIN_01
2026-08-01 18:36:42,BOGIE_01_1,38.044,0.3897,65.93,1811.1,98.11,9765.2,TRAIN_01
2026-08-01 18:46:18,BOGIE_01_1,36.744,0.311,68.55,1839.0,97.83,9535.9,TRAIN_01
2026-08-01 18:57:01,BOGIE_01_1,36.733,0.3645,65.84,1821.4,97.49,9493.5,TRAIN_01
2026-08-01 19:03:47,BOGIE_01_1,36.966,0.3734,68.12,1835.8,98.29,9435.4,TRAIN_01
2026-08-01 19:14:55,BOGIE_01_1,39.142,0.3028,62.42,1893.3,97.12,9465.9,TRAIN_01
2026-08-01 19:24:22,BOGIE_01_1,37.704,0.2428,64.24,1845.6,98.06,9541.0,TRAIN_01
2026-08-01 19:38:29,BOGIE_01_1,37.894,0.3142,65.23,1742.9,98.1,9530.7,TRAIN_01
2026-08-01 19:48:51,BOGIE_01_1,35.53,0.3981,69.55,1730.9,97.78,9334.5,TRAIN_01
2026-08-01 19:56:27,BOGIE_01_1,36.648,0.3922,68.29,1797.0,97.8,9389.2,TRAIN_01
2026-08-01 20:02:53,BOGIE_01_1,37.677,0.3575,62.09,1829.4,98.78,9432.2,TRAIN_01
2026-08-01 20:12:04,BOGIE_01_1,37.117,0.3776,65.23,1859.1,98.3,9609.5,TRAIN_01
2026-08-01 20:19:33,BOGIE_01_1,36.302,0.3543,67.37,1914.2,99.1,9567.6,TRAIN_01
2026-08-01 20:31:12,BOGIE_01_1,38.149,0.3929,61.84,1790.8,99.02,9827.6,TRAIN_01
2026-08-01 20:46:07,BOGIE_01_1,36.072,0.3051,62.78,1802.9,98.45,9313.2,TRAIN_01
2026-08-01 20:54:37,BOGIE_01_1,37.674,0.3137,65.08,1879.5,98.14,9472.3,TRAIN_01
2026-08-01 21:02:22,BOGIE_01_1,37.18,0.3128,70.36,1818.0,97.9,9236.7,TRAIN_01
2026-08-01 21:14:13,BOGIE_01_1,37.593,0.3247,63.42,1853.2,97.65,9240.2,TRAIN_01
2026-08-01 21:24:34,BOGIE_01_1,36.738,0.343,63.34,1870.2,98.22,9639.0,TRAIN_01
2026-08-01 21:30:45,BOGIE_01_1,39.828,0.3502,65.95,1813.3,97.82,9592.7,TRAIN_01
2026-08-01 21:38:01,BOGIE_01_1,36.739,0.2622,63.89,1836.8,98.3,9647.7,TRAIN_01
2026-08-01 21:44:58,BOGIE_01_1,36.088,0.3798,62.91,1829.2,97.74,9513.4,TRAIN_01
2026-08-01 21:51:18,BOGIE_01_1,33.567,0.3607,59.95,1743.0,97.48,9437.4,TRAIN_01
2026-08-01 21:57:06,BOGIE_01_1,36.515,0.327,63.52,1809.6,98.43,9456.9,TRAIN_01
2026-08-01 22:06:44,BOGIE_01_1,36.289,0.3666,64.19,1807.2,97.78,9464.8,TRAIN_01
2026-08-01 22:16:32,BOGIE_01_1,35.879,0.3592,60.64,1793.0,97.85,9566.7,TRAIN_01
2026-08-01 22:25:37,BOGIE_01_1,36.259,0.3592,59.67,1804.7,97.52,9386.7,TRAIN_01
2026-08-01 22:32:50,BOGIE_01_1,35.061,0.3164,62.84,1786.6,97.78,9701.7,TRAIN_01
2026-08-01 22:45:05,BOGIE_01_1,37.538,0.329,59.8,1844.3,97.85,9447.3,TRAIN_01
2026-08-01 22:53:14,BOGIE_01_1,36.821,0.3107,59.37,1782.7,98.01,9397.8,TRAIN_01
2026-08-01 23:02:38,BOGIE_01_1,36.735,0.3588,54.38,109.1,98.31,9457.4,TRAIN_01
2026-08-01 23:07:57,BOGIE_01_1,33.861,0.3,57.02,168.6,97.37,9304.6,TRAIN_01
2026-08-01 23:16:36,BOGIE_01_1,34.376,0.3279,59.26,78.9,98.48,9393.7,TRAIN_01
2026-08-01 23:28:34,BOGIE_01_1,35.684,0.426,56.42,132.7,97.73,9616.7,TRAIN_01
2026-08-01 23:39:35,BOGIE_01_1,36.989,0.3559,58.43,79.9,97.18,9547.5,TRAIN_01
2026-08-01 23:44:53,BOGIE_01_1,35.924,0.3567,56.95,187.4,97.66,9378.7,TRAIN_01
2026-08-01 23:57:02,BOGIE_01_1,35.38,0.3155,54.98,160.7,98.12,9295.0,TRAIN_01
2026-08-02 00:03:57,BOGIE_01_1,34.496,0.3153,53.02,203.6,99.14,9589.3,TRAIN_01
2026-08-02 00:13:09,BOGIE_01_1,36.904,0.3776,53.22,162.8,97.64,9616.2,TRAIN_01
2026-08-02 00:23:27,BOGIE_01_1,36.465,0.3476,56.16,114.2,97.68,9513.2,TRAIN_01
2026-08-02 00:29:37,BOGIE_01_1,34.492,0.3895,55.72,65.5,97.5,9534.0,TRAIN_01
2026-08-02 00:39:57,BOGIE_01_1,35.842,0.3912,55.08,144.4,98.71,9347.5,TRAIN_01
2026-08-02 00:54:36,BOGIE_01_1,35.488,0.3437,58.26,81.7,97.48,9431.3,TRAIN_01
2026-08-02 01:07:37,BOGIE_01_1,34.834,0.3497,58.17,159.5,97.68,9562.3,TRAIN_01
2026-08-02 01:16:45,BOGIE_01_1,34.537,0.3731,55.79,86.2,99.0,9507.4,TRAIN_01
2026-08-02 01:23:10,BOGIE_01_1,36.768,0.3617,58.77,105.9,98.08,9565.9,TRAIN_01
2026-08-02 01:30:03,BOGIE_01_1,36.299,0.2767,50.91,25.3,98.94,9507.8,TRAIN_01
2026-08-02 01:42:18,BOGIE_01_1,36.082,0.283,52.83,95.3,97.64,9194.5,TRAIN_01
2026-08-02 01:56:51,BOGIE_01_1,34.791,0.3261,56.86,127.5,98.11,9510.3,TRAIN_01
2026-08-02 02:05:22,BOGIE_01_1,37.308,0.4414,60.64,66.9,97.52,9535.2,TRAIN_01
2026-08-02 02:13:00,BOGIE_01_1,37.486,0.3487,53.46,39.6,98.35,9727.7,TRAIN_01
2026-08-02 02:19:20,BOGIE_01_1,37.299,0.3705,53.0,183.3,98.07,9576.4,TRAIN_01
2026-08-02 02:27:38,BOGIE_01_1,35.034,0.4133,55.13,126.3,98.6,9512.6,TRAIN_01
2026-08-02 02:37:07,BOGIE_01_1,37.101,0.3688,59.56,113.4,98.46,9451.6,TRAIN_01
2026-08-02 02:47:10,BOGIE_01_1,35.048,0.3555,55.48,76.1,97.9,9742.0,TRAIN_01
2026-08-02 02:58:15,BOGIE_01_1,34.846,0.3308,59.23,104.4,96.44,9518.1,TRAIN_01
2026-08-02 03:03:51,BOGIE_01_1,34.861,0.259,56.58,110.1,98.37,9572.2,TRAIN_01
2026-08-02 03:18:13,BOGIE_01_1,36.945,0.3034,57.87,144.7,97.12,9271.5,TRAIN_01
2026-08-02 03:27:47,BOGIE_01_1,36.588,0.3381,60.92,110.2,98.84,9403.2,TRAIN_01
2026-08-02 03:35:20,BOGIE_01_1,38.554,0.3508,59.39,142.1,97.96,9469.3,TRAIN_01
2026-08-02 03:48:55,BOGIE_01_1,37.525,0.4226,55.41,118.4,98.49,9569.8,TRAIN_01
2026-08-02 03:54:48,BOGIE_01_1,37.552,0.3564,58.01,127.9,97.69,9169.2,TRAIN_01
2026-08-02 04:07:17,BOGIE_01_1,39.204,0.3423,61.72,56.6,97.5,9578.7,TRAIN_01
2026-08-02 04:14:35,BOGIE_01_1,36.089,0.3555,59.57,42.9,97.74,9286.3,TRAIN_01
2026-08-02 04:20:48,BOGIE_01_1,37.66,0.3533,61.17,133.8,98.27,9589.1,TRAIN_01
2026-08-02 04:30:42,BOGIE_01_1,37.54,0.3308,56.73,103.8,98.77,9676.8,TRAIN_01
2026-08-02 04:44:52,BOGIE_01_1,36.484,0.4064,59.09,166.6,98.61,9468.9,TRAIN_01
2026-08-02 04:55:05,BOGIE_01_1,38.687,0.3795,59.86,6.4,97.13,9588.0,TRAIN_01
2026-08-02 05:07:45,BOGIE_01_1,36.676,0.3048,63.61,49.0,97.61,9627.4,TRAIN_01
2026-08-02 05:15:45,BOGIE_01_1,38.489,0.3723,63.27,38.2,97.3,9408.7,TRAIN_01
2026-08-02 05:21:42,BOGIE_01_1,36.751,0.3911,65.9,76.0,98.43,9651.8,TRAIN_01
2026-08-02 05:27:36,BOGIE_01_1,35.675,0.3694,62.85,121.4,98.19,9564.5,TRAIN_01
2026-08-02 05:41:24,BOGIE_01_1,38.45,0.4014,64.12,130.1,97.88,9505.3,TRAIN_01
2026-08-02 05:54:38,BOGIE_01_1,39.125,0.3367,62.65,125.2,97.1,9637.5,TRAIN_01
2026-08-02 06:09:30,BOGIE_01_1,37.732,0.4032,69.21,1834.0,98.22,9476.4,TRAIN_01
2026-08-02 06:23:27,BOGIE_01_1,37.951,0.3274,65.48,1901.1,97.37,9481.8,TRAIN_01
2026-08-02 06:32:42,BOGIE_01_1,38.136,0.3179,68.62,1820.9,97.81,9611.2,TRAIN_01
2026-08-02 06:45:40,BOGIE_01_1,39.693,0.2965,68.27,1832.6,98.07,9760.6,TRAIN_01
2026-08-02 06:55:30,BOGIE_01_1,40.578,0.3365,70.38,1741.5,97.54,9322.1,TRAIN_01
2026-08-02 07:09:32,BOGIE_01_1,40.485,0.3355,69.93,1773.0,98.58,9469.6,TRAIN_01
2026-08-02 07:18:54,BOGIE_01_1,38.504,0.3712,68.11,1848.8,97.96,9583.3,TRAIN_01
2026-08-02 07:27:09,BOGIE_01_1,40.348,0.3494,71.67,1780.6,98.45,9389.3,TRAIN_01
2026-08-02 07:38:09,BOGIE_01_1,38.484,0.3121,73.05,1733.3,97.6,9651.6,TRAIN_01
2026-08-02 07:45:18,BOGIE_01_1,39.37,0.37,72.87,1744.6,98.51,9620.5,TRAIN_01
2026-08-02 07:51:16,BOGIE_01_1,38.488,0.3176,69.19,1759.7,98.43,9677.5,TRAIN_01
2026-08-02 07:58:28,BOGIE_01_1,40.27,0.4234,74.33,1782.3,98.24,9686.9,TRAIN_01
2026-08-02 08:03:53,BOGIE_01_1,38.942,0.3517,69.58,1730.7,97.92,9513.9,TRAIN_01
2026-08-02 08:09:11,BOGIE_01_1,38.707,0.3849,75.17,1799.6,98.0,9503.5,TRAIN_01
2026-08-02 08:22:17,BOGIE_01_1,37.079,0.3598,74.98,1782.5,98.32,9427.8,TRAIN_01
2026-08-02 08:37:16,BOGIE_01_1,38.459,0.311,72.64,1739.9,97.89,9323.1,TRAIN_01
2026-08-02 08:43:08,BOGIE_01_1,38.416,0.2549,70.17,1688.6,98.64,9500.6,TRAIN_01
2026-08-02 08:53:40,BOGIE_01_1,38.539,0.368,67.57,1763.7,97.81,9438.2,TRAIN_01
2026-08-02 09:01:34,BOGIE_01_1,38.324,0.3641,69.9,1795.5,98.57,9668.1,TRAIN_01
2026-08-02 09:13:26,BOGIE_01_1,39.606,0.3349,69.83,1770.4,97.88,9469.7,TRAIN_01
2026-08-02 09:27:32,BOGIE_01_1,40.018,0.3929,68.92,1772.2,98.89,9579.8,TRAIN_01
2026-08-02 09:33:47,BOGIE_01_1,37.378,0.3144,72.13,1791.0,97.68,9404.3,TRAIN_01
2026-08-02 09:48:06,BOGIE_01_1,40.18,0.375,73.43,1817.3,97.23,9978.1,TRAIN_01
2026-08-02 10:02:41,BOGIE_01_1,40.517,0.2842,70.62,1805.5,98.54,9700.8,TRAIN_01
2026-08-02 10:14:32,BOGIE_01_1,42.921,0.4009,73.75,1786.9,97.38,9582.8,TRAIN_01
2026-08-02 10:21:58,BOGIE_01_1,40.825,0.3372,74.65,1814.4,97.49,9440.6,TRAIN_01
2026-08-02 10:36:45,BOGIE_01_1,40.52,0.3948,71.77,1815.0,98.73,9281.0,TRAIN_01
2026-08-02 10:47:48,BOGIE_01_1,40.362,0.4171,75.27,1832.9,98.29,9826.3,TRAIN_01
2026-08-02 10:52:51,BOGIE_01_1,39.891,0.3304,74.43,1832.1,97.87,9443.7,TRAIN_01
2026-08-02 11:02:46,BOGIE_01_1,41.842,0.3418,76.56,1800.4,98.59,9327.5,TRAIN_01
2026-08-02 11:12:40,BOGIE_01_1,39.824,0.3457,76.24,1786.6,98.33,9662.7,TRAIN_01
2026-08-02 11:20:13,BOGIE_01_1,38.979,0.3694,75.42,1799.3,98.35,9336.6,TRAIN_01
2026-08-02 11:26:28,BOGIE_01_1,41.616,0.3623,75.36,1733.8,98.13,9376.6,TRAIN_01
2026-08-02 11:40:45,BOGIE_01_1,38.757,0.3497,76.02,1806.3,98.58,9465.4,TRAIN_01
2026-08-02 11:47:18,BOGIE_01_1,40.382,0.2862,77.89,1820.0,98.03,9644.1,TRAIN_01
2026-08-02 11:59:15,BOGIE_01_1,38.923,0.3101,72.41,1769.9,98.36,9835.6,TRAIN_01
2026-08-02 12:10:49,BOGIE_01_1,40.553,0.3643,75.54,1819.6,98.45,9476.1,TRAIN_01
2026-08-02 12:20:02,BOGIE_01_1,37.853,0.3878,68.05,1854.7,97.89,9843.5,TRAIN_01
2026-08-02 12:28:44,BOGIE_01_1,39.632,0.3429,75.81,1797.6,97.08,9671.9,TRAIN_01
2026-08-02 12:36:28,BOGIE_01_1,41.063,0.402,74.4,1798.3,97.75,9570.6,TRAIN_01
2026-08-02 12:45:22,BOGIE_01_1,42.439,0.3045,68.69,1848.6,98.12,9637.5,TRAIN_01
2026-08-02 12:54:12,BOGIE_01_1,40.612,0.3689,74.04,1761.6,97.26,9478.9,TRAIN_01
2026-08-02 13:03:57,BOGIE_01_1,41.225,0.3052,73.51,1837.4,98.48,9338.1,TRAIN_01
2026-08-02 13:15:48,BOGIE_01_1,40.388,0.3227,72.8,1794.6,97.47,9669.8,TRAIN_01
2026-08-02 13:27:45,BOGIE_01_1,39.271,0.3266,74.76,1797.2,97.64,9764.0,TRAIN_01
2026-08-02 13:38:43,BOGIE_01_1,40.261,0.3473,71.28,1866.4,98.11,9447.9,TRAIN_01
2026-08-02 13:47:40,BOGIE_01_1,38.664,0.4263,75.6,1726.6,97.56,9535.1,TRAIN_01
2026-08-02 14:00:44,BOGIE_01_1,38.955,0.3537,76.18,1832.9,97.66,9584.0,TRAIN_01
2026-08-02 14:10:21,BOGIE_01_1,38.437,0.3301,72.55,1717.0,97.36,9511.8,TRAIN_01
2026-08-02 14:20:53,BOGIE_01_1,38.815,0.3095,72.65,1743.2,98.01,9424.8,TRAIN_01
2026-08-02 14:33:07,BOGIE_01_1,37.427,0.3346,71.65,1795.9,98.31,9799.7,TRAIN_01
2026-08-02 14:39:17,BOGIE_01_1,39.226,0.2898,76.61,1801.3,97.56,9667.9,TRAIN_01
2026-08-02 14:52:35,BOGIE_01_1,38.387,0.3641,68.61,1821.7,98.2,9708.7,TRAIN_01
2026-08-02 15:03:34,BOGIE_01_1,38.879,0.3506,72.81,1860.3,97.6,9410.9,TRAIN_01
2026-08-02 15:14:36,BOGIE_01_1,41.222,0.3251,69.05,1818.0,97.83,9392.2,TRAIN_01
